Text OCR,Text Char
知好歹乱打起人来撞出大祸教我怎的脱身你回去罢行,知好歹亂打起人來撞出大禍教我怎的脫身你回去罷行
者道师父错怪了我也这厮分明是个妖魔他实有心害你,者道師父錯怪了我也這廝分明是個妖魔他實有心害你
我倒打死他替你除了害你却不认得反信了那呆子谗言冷语,我倒打死他替你除了害你卻不認得反信了那獃子讒言冷語
屡次逐我常言道事不过三我若不去真是个下流无耻之,屢次逐我常言道事不過三我若不去真是個下流無恥之
徒我去我去去便[MASK]了只是你手下无人唐僧发怒,徒我去我去去便去了只是你手下無人唐僧發怒
道这泼猴越发无礼看起来只你是人那悟能悟净就不是,道這潑猴越發無禮看起來只你是人那悟能悟淨就不是
人 ,人
那大圣一闻得说他两个是人止不住伤情凄惨对唐僧道,那大聖一聞得說他兩個是人止不住傷情悽慘對唐僧道
声苦[MASK]你那时节出了长安有刘伯钦送你上路到两界山,聲苦呵你那時節出了長安有劉伯欽送你上路到兩界山
救我出来投拜你为师我曾穿古洞入深林擒魔捉怪收八戒,救我出來投拜你為師我曾穿古洞入深林擒魔捉怪收八戒
得沙僧吃尽千辛万苦今日昧[MASK]惺惺使糊涂只教我回去这才,得沙僧吃盡千辛萬苦今日昧著惺惺使糊塗只教我回去這才
是鸟尽弓藏兔死狗烹[MASK]罢罢罢但只是多了那紧,是鳥盡弓藏兔死狗烹罷罷罷但只是多了那緊
箍儿咒唐僧道我再不念了行者道这个难说若到那毒,箍兒咒唐僧道我再不念了行者道這個難說若到那毒
魔苦难处不得脱身八戒沙僧救不得你那时节想起我来忍,魔苦難處不得脫身八戒沙僧救不得你那時節想起我來忍
不住又念诵起来就是十万里路我的头也是疼的假如再来见,不住又念誦起來就是十萬里路我的頭也是疼的假如再來見
你不如不作此意,你不如不作此意
唐僧见他言言语语越添恼怒滚鞍下马来叫沙僧包袱内,唐僧見他言言語語越添惱怒滾鞍下馬來叫沙僧包袱內
取出纸笔即于涧下取水石上磨墨写了一纸贬书递于行者,取出紙筆即於澗下取水石上磨墨寫了一紙貶書遞於行者
道猴头执此为照再不要你做徒弟了如再与你相见我,道猴頭執此為照再不要你做徒弟了如再與你相見我
就堕了阿鼻地狱行者连忙接了贬书道师父不消发誓老孙,就墮了阿鼻地獄行者連忙接了貶書道師父不消發誓老孫
去罢他将书摺了留在袖[MASK]却又软款唐僧道师父我也,去罷他將書摺了留在袖內卻又軟款唐僧道師父我也
是跟你一场又蒙菩萨指教今日半[MASK]而废不曾成得功果你请,是跟你一場又蒙菩薩指教今日半塗而廢不曾成得功果你請
坐受我一拜我也去得放心唐僧转回身不睬口里唧唧哝哝,坐受我一拜我也去得放心唐僧轉回身不睬口裏唧唧噥噥
的道我是个好和尚不受你歹人的礼大圣见他不睬又使个,的道我是個好和尚不受你歹人的禮大聖見他不睬又使個
身外法把脑后毫毛拔了三根吹口仙气叫变即变了三个行,身外法把腦後毫毛拔了三根吹口仙氣叫變即變了三個行
者连本身四个四面围住师父下拜那长老左右躲不脱好道,者連本身四個四面圍住師父下拜那長老左右躲不脫好道
也受了一拜,也受了一拜
大圣跳起来把身一抖收上毫毛却又吩咐沙僧道贤弟,大聖跳起來把身一抖收上毫毛卻又吩咐沙僧道賢弟
你是个好人却只要留心防[MASK]八戒[MASK]言[MASK]语[MASK]途中更要仔细,你是個好人卻只要留心防著八戒詀言詀語途中更要仔細
倘一时有妖精拿住师父你就说老孙是他大徒弟西方毛怪闻,倘一時有妖精拿住師父你就說老孫是他大徒弟西方毛怪聞
我的手段不敢伤我师父唐僧道我是个好和尚不题你这歹,我的手段不敢傷我師父唐僧道我是個好和尚不題你這歹
人的名字你回去罢那大圣见长老三番两复不肯转意回心,人的名字你回去罷那大聖見長老三番兩復不肯轉意回心
没奈何才去你看他,沒奈何才去你看他
噙泪叩头辞长老含悲留意嘱沙僧,噙淚叩頭辭長老含悲留意囑沙僧
一头拭迸坡前草两脚蹬翻地上藤,一頭拭迸坡前草兩腳蹬翻地上藤
上天下地如轮转跨海飞山第一能,上天下地如輪轉跨海飛山第一能
顷刻之间不见影霎时疾返旧途程,頃刻之間不見影霎時疾返舊途程
你看他忍气别了师父纵[MASK]斗云径回花果山水帘洞去了独自,你看他忍氣別了師父縱觔斗雲徑回花果山水簾洞去了獨自
个凄凄惨惨忽闻得水声聒耳大圣在那半空里看时原来是东,個悽悽慘慘忽聞得水聲聒耳大聖在那半空裏看時原來是東
洋大海潮发的声响一见了又想起唐僧止不住腮边泪坠停,洋大海潮發的聲響一見了又想起唐僧止不住腮邊淚墜停
云住步良久方去毕竟不知此去反复何如且听下回分解,雲住步良久方去畢竟不知此去反復何如且聽下回分解
第二[MASK]八回,第二八回
花果山群妖聚义黑松林三藏逢魔,花果山群妖聚義黑松林三藏逢魔
却说那大圣虽被唐僧逐赶然犹思念感叹不已早望见东,卻說那大聖雖被唐僧逐趕然猶思念感嘆不已早望見東
洋大海道我不走此路者已五百年矣只见那海水,洋大海道我不走此路者已五百年矣只見那海水
烟波荡荡巨浪悠悠烟波荡荡接天河巨浪悠悠通地,煙波蕩蕩巨浪悠悠煙波蕩蕩接天河巨浪悠悠通地
脉潮来汹涌水浸湾环潮来汹涌犹如霹雳吼三春水,脈潮來洶湧水浸灣環潮來洶湧猶如霹靂吼三春水
浸湾环却似狂风吹九夏乘龙福老往来必定皱眉行跨,浸灣環卻似狂風吹九夏乘龍福老往來必定皺眉行跨
鹤仙童反[MASK]果然忧虑过近岸无村社傍水少渔舟浪卷,鶴仙童反覆果然憂慮過近岸無村社傍水少漁舟浪捲
千年雪风生六月秋野禽凭出没沙鸟任沉浮眼前无钓,千年雪風生六月秋野禽憑出沒沙鳥任沉浮眼前無釣
客耳畔只闻鸥海底游[MASK]乐天边过雁愁,客耳畔只聞鷗海底遊游樂天邊過雁愁
那行者将身一纵跳过了东洋大海早至花果山按落云头睁,那行者將身一縱跳過了東洋大海早至花果山按落雲頭睜
睛观看那山上花草俱无烟霞尽绝峰岩倒塌林树焦枯你道,睛觀看那山上花草俱無煙霞盡絕峰巖倒塌林樹焦枯你道
怎么这等只因他闹了天宫拿上界去此山被显圣二郎神率,怎麼這等只因他鬧了天宮拿上界去此山被顯聖二郎神率
领那梅山七弟兄放火烧坏了这大圣倍加凄惨有一篇败山,領那梅山七弟兄放火燒壞了這大聖倍加悽慘有一篇敗山
颓景的古风为证古风云,頹景的古風為證古風云
回顾仙山两泪垂对山凄惨更伤悲,回顧仙山兩淚垂對山悽慘更傷悲
当时只道山无损今日方知地有亏,當時只道山無損今日方知地有虧
可恨二郎将我灭堪嗔小圣把人欺,可恨二郎將我滅堪嗔小聖把人欺
行凶掘你先灵墓无干破尔祖坟基,行兇掘你先靈墓無干破爾祖墳基
满天霞雾皆消荡遍地风云尽散稀,滿天霞霧皆消蕩遍地風雲盡散稀
东岭不闻斑虎啸西山那见白猿啼,東嶺不聞斑虎嘯西山那見白猿啼
北谿狐兔无踪迹南谷獐[MASK]没影遗,北谿狐兔無蹤跡南谷獐沒影遺
青石烧成千块土碧砂化作一堆泥,青石燒成千塊土碧砂化作一堆泥
洞外乔松皆倚倒崖前翠柏尽稀少,洞外喬松皆倚倒崖前翠柏盡稀少
椿杉槐桧栗檀焦桃杏李梅梨枣了,椿杉槐檜栗檀焦桃杏李梅梨棗了
柘绝桑无怎养蚕柳稀竹少难栖鸟,柘絕桑無怎養蠶柳稀竹少難棲鳥
峰头巧石化为尘涧底泉干都是草,峰頭巧石化為塵澗底泉乾都是草
崖前土黑没芝兰路畔泥红藤薜攀,崖前土黑沒芝蘭路畔泥紅藤薜攀
往日飞禽飞那处当时走兽走何山,往日飛禽飛那處當時走獸走何山
豹嫌蟒恶倾颓所鹤避蛇回败坏间,豹嫌蟒惡傾頹所鶴避蛇回敗壞間
想是日前行恶念致令目下受艰难,想是日前行惡念致令目下受艱難
那大圣正当悲切只听得那芳草坡前曼荆凹[MASK]响一声跳,那大聖正當悲切只聽得那芳草坡前曼荊凹內響一聲跳
出七八个小猴一拥上前围住叩头高叫道大圣爷爷[MASK]今日,出七八個小猴一擁上前圍住叩頭高叫道大聖爺爺今日
来家了[MASK]美猴王道你们因何不耍不顽一个个都潜踪隐迹,來家了美猴王道你們因何不耍不頑一個個都潛蹤隱跡
我来多时了不见你们形影何也群猴听说一个个垂泪告道,我來多時了不見你們形影何也群猴聽說一個個垂淚告道
自大圣擒拿上界我们被猎人之苦[MASK]实难捱怎禁他硬弩强,自大聖擒拿上界我們被獵人之苦著實難捱怎禁他硬弩強
弓黄鹰劣犬网扣枪钩故此各惜性命不敢出头顽耍只是深,弓黃鷹劣犬網扣槍鉤故此各惜性命不敢出頭頑耍只是深
潜洞府远避窝巢饥去坡前偷草食渴来涧下吸清泉却才听,潛洞府遠避窩巢饑去坡前偷草食渴來澗下吸清泉卻才聽
得大圣爷爷声音特来接见伏望扶持那大圣闻得此言愈加,得大聖爺爺聲音特來接見伏望扶持那大聖聞得此言愈加
凄惨便问你们还有多少在此山上[MASK]群猴道老者小者只,悽慘便問你們還有多少在此山上群猴道老者小者只
有千把大圣道我当时共有四万七千群妖如今都往那里去,有千把大聖道我當時共有四萬七千群妖如今都往那裏去
了群猴道自从爷爷去后这山被二郎菩萨点上火烧杀了大,了群猴道自從爺爺去後這山被二郎菩薩點上火燒殺了大
半我们蹲在井里钻在涧内藏于铁板桥下得了性命及至,半我們蹲在井裏鑽在澗內藏於鐵板橋下得了性命及至
火灭烟消出来时又没花果养赡难以存活别处又去了一半,火滅煙消出來時又沒花果養贍難以存活別處又去了一半
我们这一半捱苦的住在山中这两年又被些打猎的抢了一半,我們這一半捱苦的住在山中這兩年又被些打獵的搶了一半
去也行者道他抢你去何干群猴道说起这猎户可恨,去也行者道他搶你去何幹群猴道說起這獵戶可恨
他把我们中箭[MASK]枪的中毒打死的拿了去剥皮剔骨酱煮醋蒸,他把我們中箭著槍的中毒打死的拿了去剝皮剔骨醬煮醋蒸
油煎盐炒当做下饭食用或有那遭网的遇扣的夹活儿拿去,油煎鹽炒當做下飯食用或有那遭網的遇扣的夾活兒拿去
了教他跳圈做戏翻[MASK]斗竖蜻蜓当街上筛锣擂鼓无所不为,了教他跳圈做戲翻觔斗豎蜻蜓當街上篩鑼擂鼓無所不為
的顽耍,的頑耍
大圣闻此言更十分恼怒道洞中有甚么人执事[MASK]群妖道,大聖聞此言更十分惱怒道洞中有甚麼人執事群妖道
还有马流二元帅[MASK]芭二将军管[MASK]哩大圣道你们去报他,還有馬流二元帥崩芭二將軍管著哩大聖道你們去報他
知道说我来了那些小妖撞入门[MASK]报道大圣爷爷来家了,知道說我來了那些小妖撞入門內報道大聖爺爺來家了
那马流奔芭闻报忙出门叩头迎接进洞大圣坐在中间群,那馬流奔芭聞報忙出門叩頭迎接進洞大聖坐在中間群
怪罗拜于前启道大圣爷爷近闻得你得了性命保唐僧往西,怪羅拜於前啟道大聖爺爺近聞得你得了性命保唐僧往西
天取经如何不走西方却回本山[MASK]大圣道小的们你不知道,天取經如何不走西方卻回本山大聖道小的們你不知道
那唐三藏不识贤愚我为他一路上捉怪擒魔使尽了平生的手,那唐三藏不識賢愚我為他一路上捉怪擒魔使盡了平生的手
段几番家打杀妖精他说我行凶作恶不要我做徒弟把我逐赶,段幾番家打殺妖精他說我行兇作惡不要我做徒弟把我逐趕
回来写立贬书为照永不听用了,回來寫立貶書為照永不聽用了
众猴鼓掌大笑道造化造化做甚么和尚且家来带携,眾猴鼓掌大笑道造化造化做甚麼和尚且家來帶攜
我们耍子几年罢叫快安排椰子酒来与爷爷接风大圣道,我們耍子幾年罷叫快安排椰子酒來與爺爺接風大聖道
且莫饮酒我问你那打猎的人几时来我山上一度马流,且莫飲酒我問你那打獵的人幾時來我山上一度馬流
道大圣不论甚么时度他逐日家在这里缠扰大圣道他怎,道大聖不論甚麼時度他逐日家在這裏纏擾大聖道他怎
么今日不来马流道看待来耶大圣吩咐小的们都出去,麼今日不來馬流道看待來耶大聖吩咐小的們都出去
把那山上烧酥了的碎石头与我搬将起来堆[MASK]或二三十个,把那山上燒酥了的碎石頭與我搬將起來堆著或二三十個
一[MASK]或五六十个一堆堆[MASK]我有用处那些小猴都是一窝,一推或五六十個一堆堆著我有用處那些小猴都是一窩
[MASK]一个个[MASK][MASK][MASK][MASK]乱搬了许多堆集大圣看了教小的们,峰一個個亂搬了許多堆集大聖看了教小的們
都往洞内藏躲让老孙作法,都往洞內藏躲讓老孫作法
那大圣上了山巅看处只见那南半边冬冬鼓响[MASK][MASK]锣鸣,那大聖上了山巔看處只見那南半邊鼕鼕鼓響噹噹鑼鳴
闪[MASK]有千[MASK]人马都架[MASK]鹰犬持[MASK]刀枪猴王仔细看那些人,閃上有千餘人馬都架著鷹犬持著刀槍猴王仔細看那些人
来得凶险好男子真个骁勇但见,來得兇險好男子真個驍勇但見
狐皮[MASK]肩顶锦绮裹腰胸,狐皮蓋肩頂錦綺裹腰胸
袋插狼牙箭胯挂宝雕弓,袋插狼牙箭胯掛寶雕弓
人似搜山虎马如跳涧龙,人似搜山虎馬如跳澗龍
成群引[MASK]犬满膀架其鹰,成群引著犬滿膀架其鷹
